zone_id,zone_name,zone_type,states,districts,lat_min,lat_max,lon_min,lon_max,season,dominant_crops,suitable_crops_high,suitable_crops_med,suitable_crops_low,typical_soils,rainfall_band,temp_band,key_risks,notes,source_name,source_ref,data_quality
AGROCLIM_JAMMU_AND_KASHMIR_RABI,Jammu And Kashmir rabi memory zone,AGROCLIM_CURATED,Jammu And Kashmir,Anantnag|Bandipora|Baramulla|Budgam|Doda|Ganderbal|Jammu|Kathua|Kishtwar|Kulgam|Kupwara|Poonch|Pulwama|Rajouri|Ramban|Reasi|Samba|Shopian|Srinagar|Udhampur,,,,,rabi,barley|chickpea|mustard|wheat,barley|chickpea|mustard|wheat,lentil|linseed|oat|pea,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,frost,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_JAMMU_AND_KASHMIR_ZAID,Jammu And Kashmir zaid memory zone,AGROCLIM_CURATED,Jammu And Kashmir,Anantnag|Bandipora|Baramulla|Budgam|Doda|Ganderbal|Jammu|Kathua|Kishtwar|Kulgam|Kupwara|Poonch|Pulwama|Rajouri|Ramban|Reasi|Samba|Shopian|Srinagar|Udhampur,,,,,zaid,cucumber|muskmelon|watermelon,cucumber|muskmelon|watermelon,fodder_maize|sunflower,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,heat,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_JHARKHAND_KHARIF,Jharkhand kharif memory zone,AGROCLIM_CURATED,Jharkhand,Bokaro|Chatra|Deoghar|Dhanbad|Dumka|East Singhbum|Garhwa|Giridih|Godda|Gumla|Hazaribagh|Jamtara|Khunti|Koderma|Latehar|Lohardaga|Pakur|Palamu|Ramgarh|Ranchi|Sahebganj|Saraikela Kharsawan|Simdega|West Singhbhum,,,,,kharif,cotton|groundnut|jute|maize|pigeonpea|rice,cotton|groundnut|jute|maize|pigeonpea|rice|soybean,bajra|blackgram|greengram|sesame|sorghum,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,drought|flood,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_JHARKHAND_RABI,Jharkhand rabi memory zone,AGROCLIM_CURATED,Jharkhand,Bokaro|Chatra|Deoghar|Dhanbad|Dumka|East Singhbum|Garhwa|Giridih|Godda|Gumla|Hazaribagh|Jamtara|Khunti|Koderma|Latehar|Lohardaga|Pakur|Palamu|Ramgarh|Ranchi|Sahebganj|Saraikela Kharsawan|Simdega|West Singhbhum,,,,,rabi,barley|chickpea|mustard|wheat,barley|chickpea|mustard|wheat,lentil|linseed|oat|pea,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,frost,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_JHARKHAND_ZAID,Jharkhand zaid memory zone,AGROCLIM_CURATED,Jharkhand,Bokaro|Chatra|Deoghar|Dhanbad|Dumka|East Singhbum|Garhwa|Giridih|Godda|Gumla|Hazaribagh|Jamtara|Khunti|Koderma|Latehar|Lohardaga|Pakur|Palamu|Ramgarh|Ranchi|Sahebganj|Saraikela Kharsawan|Simdega|West Singhbhum,,,,,zaid,cucumber|muskmelon|watermelon,cucumber|muskmelon|watermelon,fodder_maize|sunflower,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,heat,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_KARNATAKA_KHARIF,Karnataka kharif memory zone,AGROCLIM_CURATED,Karnataka,Bagalkote|Ballari|Belagavi|Bengaluru Rural|Bengaluru South|Bengaluru Urban|Bidar|Chamarajanagar|Chikkaballapura|Chikkamagaluru|Chitradurga|Dakshina Kannada|Davanagere|Dharwad|Gadag|Hassan|Haveri|Kalaburagi|Kodagu|Kolar|Koppal|Mandya|Mysuru|Raichur|Shivamogga|Tumakuru|Udupi|Uttara Kannada|Vijayanagara|Vijayapura|Yadgir,11.5,18.6,74.0,78.6,kharif,cotton|groundnut|jute|maize|pigeonpea|rice,cotton|groundnut|jute|maize|pigeonpea|rice|soybean,bajra|blackgram|greengram|sesame|sorghum,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,drought|flood,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_KARNATAKA_RABI,Karnataka rabi memory zone,AGROCLIM_CURATED,Karnataka,Bagalkote|Ballari|Belagavi|Bengaluru Rural|Bengaluru South|Bengaluru Urban|Bidar|Chamarajanagar|Chikkaballapura|Chikkamagaluru|Chitradurga|Dakshina Kannada|Davanagere|Dharwad|Gadag|Hassan|Haveri|Kalaburagi|Kodagu|Kolar|Koppal|Mandya|Mysuru|Raichur|Shivamogga|Tumakuru|Udupi|Uttara Kannada|Vijayanagara|Vijayapura|Yadgir,11.5,18.6,74.0,78.6,rabi,barley|chickpea|mustard|wheat,barley|chickpea|mustard|wheat,lentil|linseed|oat|pea,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,frost,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_KARNATAKA_ZAID,Karnataka zaid memory zone,AGROCLIM_CURATED,Karnataka,Bagalkote|Ballari|Belagavi|Bengaluru Rural|Bengaluru South|Bengaluru Urban|Bidar|Chamarajanagar|Chikkaballapura|Chikkamagaluru|Chitradurga|Dakshina Kannada|Davanagere|Dharwad|Gadag|Hassan|Haveri|Kalaburagi|Kodagu|Kolar|Koppal|Mandya|Mysuru|Raichur|Shivamogga|Tumakuru|Udupi|Uttara Kannada|Vijayanagara|Vijayapura|Yadgir,11.5,18.6,74.0,78.6,zaid,cucumber|muskmelon|watermelon,cucumber|muskmelon|watermelon,fodder_maize|sunflower,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,heat,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_KERALA_KHARIF,Kerala kharif memory zone,AGROCLIM_CURATED,Kerala,Alappuzha|Ernakulam|Idukki|Kannur|Kasaragod|Kollam|Kottayam|Kozhikode|Malappuram|Palakkad|Pathanamthitta|Thiruvananthapuram|Thrissur|Wayanad,,,,,kharif,cotton|groundnut|jute|maize|pigeonpea|rice,cotton|groundnut|jute|maize|pigeonpea|rice|soybean,bajra|blackgram|greengram|sesame|sorghum,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,drought|flood,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_KERALA_RABI,Kerala rabi memory zone,AGROCLIM_CURATED,Kerala,Alappuzha|Ernakulam|Idukki|Kannur|Kasaragod|Kollam|Kottayam|Kozhikode|Malappuram|Palakkad|Pathanamthitta|Thiruvananthapuram|Thrissur|Wayanad,,,,,rabi,barley|chickpea|mustard|wheat,barley|chickpea|mustard|wheat,lentil|linseed|oat|pea,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,frost,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_KERALA_ZAID,Kerala zaid memory zone,AGROCLIM_CURATED,Kerala,Alappuzha|Ernakulam|Idukki|Kannur|Kasaragod|Kollam|Kottayam|Kozhikode|Malappuram|Palakkad|Pathanamthitta|Thiruvananthapuram|Thrissur|Wayanad,,,,,zaid,cucumber|muskmelon|watermelon,cucumber|muskmelon|watermelon,fodder_maize|sunflower,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,heat,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_LADAKH_KHARIF,Ladakh kharif memory zone,AGROCLIM_CURATED,Ladakh,Kargil|Leh Ladakh,,,,,kharif,cotton|groundnut|jute|maize|pigeonpea|rice,cotton|groundnut|jute|maize|pigeonpea|rice|soybean,bajra|blackgram|greengram|sesame|sorghum,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,drought|flood,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_LADAKH_RABI,Ladakh rabi memory zone,AGROCLIM_CURATED,Ladakh,Kargil|Leh Ladakh,,,,,rabi,barley|chickpea|mustard|wheat,barley|chickpea|mustard|wheat,lentil|linseed|oat|pea,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,frost,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_LADAKH_ZAID,Ladakh zaid memory zone,AGROCLIM_CURATED,Ladakh,Kargil|Leh Ladakh,,,,,zaid,cucumber|muskmelon|watermelon,cucumber|muskmelon|watermelon,fodder_maize|sunflower,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,heat,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_LAKSHADWEEP_KHARIF,Lakshadweep kharif memory zone,AGROCLIM_CURATED,Lakshadweep,Lakshadweep District,,,,,kharif,cotton|groundnut|jute|maize|pigeonpea|rice,cotton|groundnut|jute|maize|pigeonpea|rice|soybean,bajra|blackgram|greengram|sesame|sorghum,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,drought|flood,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_LAKSHADWEEP_RABI,Lakshadweep rabi memory zone,AGROCLIM_CURATED,Lakshadweep,Lakshadweep District,,,,,rabi,barley|chickpea|mustard|wheat,barley|chickpea|mustard|wheat,lentil|linseed|oat|pea,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,frost,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_LAKSHADWEEP_ZAID,Lakshadweep zaid memory zone,AGROCLIM_CURATED,Lakshadweep,Lakshadweep District,,,,,zaid,cucumber|muskmelon|watermelon,cucumber|muskmelon|watermelon,fodder_maize|sunflower,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,heat,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_MADHYA_PRADESH_KHARIF,Madhya Pradesh kharif memory zone,AGROCLIM_CURATED,Madhya Pradesh,Agar-Malwa|Alirajpur|Anuppur|Ashoknagar|Balaghat|Barwani|Betul|Bhind|Bhopal|Burhanpur|Chhatarpur|Chhindwara|Damoh|Datia|Dewas|Dhar|Dindori|Guna|Gwalior|Harda|Indore|Jabalpur|Jhabua|Katni|Khandwa (East Nimar)|Khargone (West Nimar)|MAUGANJ|Maihar|Mandla|Mandsaur|Morena|Narmadapuram|Narsimhapur|Neemuch|Niwari|Pandhurna|Panna|Raisen|Rajgarh|Ratlam|Rewa|Sagar|Satna|Sehore|Seoni|Shahdol|Shajapur|Sheopur|Shivpuri|Sidhi|Singrauli|Tikamgarh|Ujjain|Umaria|Vidisha,,,,,kharif,cotton|groundnut|jute|maize|pigeonpea|rice,cotton|groundnut|jute|maize|pigeonpea|rice|soybean,bajra|blackgram|greengram|sesame|sorghum,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,drought|flood,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_MADHYA_PRADESH_RABI,Madhya Pradesh rabi memory zone,AGROCLIM_CURATED,Madhya Pradesh,Agar-Malwa|Alirajpur|Anuppur|Ashoknagar|Balaghat|Barwani|Betul|Bhind|Bhopal|Burhanpur|Chhatarpur|Chhindwara|Damoh|Datia|Dewas|Dhar|Dindori|Guna|Gwalior|Harda|Indore|Jabalpur|Jhabua|Katni|Khandwa (East Nimar)|Khargone (West Nimar)|MAUGANJ|Maihar|Mandla|Mandsaur|Morena|Narmadapuram|Narsimhapur|Neemuch|Niwari|Pandhurna|Panna|Raisen|Rajgarh|Ratlam|Rewa|Sagar|Satna|Sehore|Seoni|Shahdol|Shajapur|Sheopur|Shivpuri|Sidhi|Singrauli|Tikamgarh|Ujjain|Umaria|Vidisha,,,,,rabi,barley|chickpea|mustard|wheat,barley|chickpea|mustard|wheat,lentil|linseed|oat|pea,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,frost,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_MADHYA_PRADESH_ZAID,Madhya Pradesh zaid memory zone,AGROCLIM_CURATED,Madhya Pradesh,Agar-Malwa|Alirajpur|Anuppur|Ashoknagar|Balaghat|Barwani|Betul|Bhind|Bhopal|Burhanpur|Chhatarpur|Chhindwara|Damoh|Datia|Dewas|Dhar|Dindori|Guna|Gwalior|Harda|Indore|Jabalpur|Jhabua|Katni|Khandwa (East Nimar)|Khargone (West Nimar)|MAUGANJ|Maihar|Mandla|Mandsaur|Morena|Narmadapuram|Narsimhapur|Neemuch|Niwari|Pandhurna|Panna|Raisen|Rajgarh|Ratlam|Rewa|Sagar|Satna|Sehore|Seoni|Shahdol|Shajapur|Sheopur|Shivpuri|Sidhi|Singrauli|Tikamgarh|Ujjain|Umaria|Vidisha,,,,,zaid,cucumber|muskmelon|watermelon,cucumber|muskmelon|watermelon,fodder_maize|sunflower,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,heat,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_MAHARASHTRA_KHARIF,Maharashtra kharif memory zone,AGROCLIM_CURATED,Maharashtra,Ahilyanagar|Akola|Amravati|Beed|Bhandara|Buldhana|Chandrapur|Chhatrapati Sambhajinagar|Dharashiv|Dhule|Gadchiroli|Gondia|Hingoli|Jalgaon|Jalna|Kolhapur|Latur|Mumbai|Mumbai Suburban|Nagpur|Nanded|Nandurbar|Nashik|Palghar|Parbhani|Pune|Raigad|Ratnagiri|Sangli|Satara|Sindhudurg|Solapur|Thane|Wardha|Washim|Yavatmal,15.6,22.1,72.6,80.9,kharif,cotton|groundnut|jute|maize|pigeonpea|rice,cotton|groundnut|jute|maize|pigeonpea|rice|soybean,bajra|blackgram|greengram|sesame|sorghum,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,drought|flood,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_MAHARASHTRA_RABI,Maharashtra rabi memory zone,AGROCLIM_CURATED,Maharashtra,Ahilyanagar|Akola|Amravati|Beed|Bhandara|Buldhana|Chandrapur|Chhatrapati Sambhajinagar|Dharashiv|Dhule|Gadchiroli|Gondia|Hingoli|Jalgaon|Jalna|Kolhapur|Latur|Mumbai|Mumbai Suburban|Nagpur|Nanded|Nandurbar|Nashik|Palghar|Parbhani|Pune|Raigad|Ratnagiri|Sangli|Satara|Sindhudurg|Solapur|Thane|Wardha|Washim|Yavatmal,15.6,22.1,72.6,80.9,rabi,barley|chickpea|mustard|wheat,barley|chickpea|mustard|wheat,lentil|linseed|oat|pea,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,frost,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_MAHARASHTRA_ZAID,Maharashtra zaid memory zone,AGROCLIM_CURATED,Maharashtra,Ahilyanagar|Akola|Amravati|Beed|Bhandara|Buldhana|Chandrapur|Chhatrapati Sambhajinagar|Dharashiv|Dhule|Gadchiroli|Gondia|Hingoli|Jalgaon|Jalna|Kolhapur|Latur|Mumbai|Mumbai Suburban|Nagpur|Nanded|Nandurbar|Nashik|Palghar|Parbhani|Pune|Raigad|Ratnagiri|Sangli|Satara|Sindhudurg|Solapur|Thane|Wardha|Washim|Yavatmal,15.6,22.1,72.6,80.9,zaid,cucumber|muskmelon|watermelon,cucumber|muskmelon|watermelon,fodder_maize|sunflower,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,heat,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_MANIPUR_KHARIF,Manipur kharif memory zone,AGROCLIM_CURATED,Manipur,Bishnupur|Chandel|Churachandpur|Imphal East|Imphal West|Jiribam|Kakching|Kamjong|Kangpokpi|Noney|Pherzawl|Senapati|Tamenglong|Tengnoupal|Thoubal|Ukhrul,,,,,kharif,cotton|groundnut|jute|maize|pigeonpea|rice,cotton|groundnut|jute|maize|pigeonpea|rice|soybean,bajra|blackgram|greengram|sesame|sorghum,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,drought|flood,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_MANIPUR_RABI,Manipur rabi memory zone,AGROCLIM_CURATED,Manipur,Bishnupur|Chandel|Churachandpur|Imphal East|Imphal West|Jiribam|Kakching|Kamjong|Kangpokpi|Noney|Pherzawl|Senapati|Tamenglong|Tengnoupal|Thoubal|Ukhrul,,,,,rabi,barley|chickpea|mustard|wheat,barley|chickpea|mustard|wheat,lentil|linseed|oat|pea,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,frost,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_MANIPUR_ZAID,Manipur zaid memory zone,AGROCLIM_CURATED,Manipur,Bishnupur|Chandel|Churachandpur|Imphal East|Imphal West|Jiribam|Kakching|Kamjong|Kangpokpi|Noney|Pherzawl|Senapati|Tamenglong|Tengnoupal|Thoubal|Ukhrul,,,,,zaid,cucumber|muskmelon|watermelon,cucumber|muskmelon|watermelon,fodder_maize|sunflower,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,heat,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_MEGHALAYA_KHARIF,Meghalaya kharif memory zone,AGROCLIM_CURATED,Meghalaya,East Garo Hills|East Jaintia Hills|East Khasi Hills|Eastern West Khasi Hills|North Garo Hills|Ri Bhoi|South Garo Hills|South West Garo Hills|South West Khasi Hills|West Garo Hills|West Jaintia Hills|West Khasi Hills,,,,,kharif,cotton|groundnut|jute|maize|pigeonpea|rice,cotton|groundnut|jute|maize|pigeonpea|rice|soybean,bajra|blackgram|greengram|sesame|sorghum,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,drought|flood,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_MEGHALAYA_RABI,Meghalaya rabi memory zone,AGROCLIM_CURATED,Meghalaya,East Garo Hills|East Jaintia Hills|East Khasi Hills|Eastern West Khasi Hills|North Garo Hills|Ri Bhoi|South Garo Hills|South West Garo Hills|South West Khasi Hills|West Garo Hills|West Jaintia Hills|West Khasi Hills,,,,,rabi,barley|chickpea|mustard|wheat,barley|chickpea|mustard|wheat,lentil|linseed|oat|pea,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,frost,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_MEGHALAYA_ZAID,Meghalaya zaid memory zone,AGROCLIM_CURATED,Meghalaya,East Garo Hills|East Jaintia Hills|East Khasi Hills|Eastern West Khasi Hills|North Garo Hills|Ri Bhoi|South Garo Hills|South West Garo Hills|South West Khasi Hills|West Garo Hills|West Jaintia Hills|West Khasi Hills,,,,,zaid,cucumber|muskmelon|watermelon,cucumber|muskmelon|watermelon,fodder_maize|sunflower,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,heat,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_MIZORAM_KHARIF,Mizoram kharif memory zone,AGROCLIM_CURATED,Mizoram,Aizawl|Champhai|Hnahthial|Khawzawl|Kolasib|Lawngtlai|Lunglei|Mamit|Saitual|Serchhip|Siaha,,,,,kharif,cotton|groundnut|jute|maize|pigeonpea|rice,cotton|groundnut|jute|maize|pigeonpea|rice|soybean,bajra|blackgram|greengram|sesame|sorghum,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,drought|flood,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_MIZORAM_RABI,Mizoram rabi memory zone,AGROCLIM_CURATED,Mizoram,Aizawl|Champhai|Hnahthial|Khawzawl|Kolasib|Lawngtlai|Lunglei|Mamit|Saitual|Serchhip|Siaha,,,,,rabi,barley|chickpea|mustard|wheat,barley|chickpea|mustard|wheat,lentil|linseed|oat|pea,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,frost,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_MIZORAM_ZAID,Mizoram zaid memory zone,AGROCLIM_CURATED,Mizoram,Aizawl|Champhai|Hnahthial|Khawzawl|Kolasib|Lawngtlai|Lunglei|Mamit|Saitual|Serchhip|Siaha,,,,,zaid,cucumber|muskmelon|watermelon,cucumber|muskmelon|watermelon,fodder_maize|sunflower,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,heat,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_NAGALAND_KHARIF,Nagaland kharif memory zone,AGROCLIM_CURATED,Nagaland,Chumoukedima|Dimapur|Kiphire|Kohima|Longleng|Meluri|Mokokchung|Mon|Niuland|Noklak|Peren|Phek|Shamator|Tseminyu|Tuensang|Wokha|Zunheboto,,,,,kharif,cotton|groundnut|jute|maize|pigeonpea|rice,cotton|groundnut|jute|maize|pigeonpea|rice|soybean,bajra|blackgram|greengram|sesame|sorghum,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,drought|flood,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_NAGALAND_RABI,Nagaland rabi memory zone,AGROCLIM_CURATED,Nagaland,Chumoukedima|Dimapur|Kiphire|Kohima|Longleng|Meluri|Mokokchung|Mon|Niuland|Noklak|Peren|Phek|Shamator|Tseminyu|Tuensang|Wokha|Zunheboto,,,,,rabi,barley|chickpea|mustard|wheat,barley|chickpea|mustard|wheat,lentil|linseed|oat|pea,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,frost,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_NAGALAND_ZAID,Nagaland zaid memory zone,AGROCLIM_CURATED,Nagaland,Chumoukedima|Dimapur|Kiphire|Kohima|Longleng|Meluri|Mokokchung|Mon|Niuland|Noklak|Peren|Phek|Shamator|Tseminyu|Tuensang|Wokha|Zunheboto,,,,,zaid,cucumber|muskmelon|watermelon,cucumber|muskmelon|watermelon,fodder_maize|sunflower,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,heat,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_ODISHA_KHARIF,Odisha kharif memory zone,AGROCLIM_CURATED,Odisha,Anugul|Balangir|Baleshwar|Bargarh|Bhadrak|Boudh|Cuttack|Deogarh|Dhenkanal|Gajapati|Ganjam|Jagatsinghapur|Jajapur|Jharsuguda|Kalahandi|Kandhamal|Kendrapara|Kendujhar|Khordha|Koraput|Malkangiri|Mayurbhanj|Nabarangpur|Nayagarh|Nuapada|Puri|Rayagada|Sambalpur|Sonepur|Sundargarh,,,,,kharif,cotton|groundnut|jute|maize|pigeonpea|rice,cotton|groundnut|jute|maize|pigeonpea|rice|soybean,bajra|blackgram|greengram|sesame|sorghum,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,drought|flood,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_ODISHA_RABI,Odisha rabi memory zone,AGROCLIM_CURATED,Odisha,Anugul|Balangir|Baleshwar|Bargarh|Bhadrak|Boudh|Cuttack|Deogarh|Dhenkanal|Gajapati|Ganjam|Jagatsinghapur|Jajapur|Jharsuguda|Kalahandi|Kandhamal|Kendrapara|Kendujhar|Khordha|Koraput|Malkangiri|Mayurbhanj|Nabarangpur|Nayagarh|Nuapada|Puri|Rayagada|Sambalpur|Sonepur|Sundargarh,,,,,rabi,barley|chickpea|mustard|wheat,barley|chickpea|mustard|wheat,lentil|linseed|oat|pea,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,frost,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_ODISHA_ZAID,Odisha zaid memory zone,AGROCLIM_CURATED,Odisha,Anugul|Balangir|Baleshwar|Bargarh|Bhadrak|Boudh|Cuttack|Deogarh|Dhenkanal|Gajapati|Ganjam|Jagatsinghapur|Jajapur|Jharsuguda|Kalahandi|Kandhamal|Kendrapara|Kendujhar|Khordha|Koraput|Malkangiri|Mayurbhanj|Nabarangpur|Nayagarh|Nuapada|Puri|Rayagada|Sambalpur|Sonepur|Sundargarh,,,,,zaid,cucumber|muskmelon|watermelon,cucumber|muskmelon|watermelon,fodder_maize|sunflower,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,heat,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
